"MoveCount","CameraMove","Move","GripperPickupOwnPieceSuccess","GripperPutdownOwnPieceSuccess","GripperShouldPickupDeadPiece","GripperPickupDeadPieceSuccess","GripperPutdownDeadPieceSuccess","GripperPickupEnemyPiece","GripperPickupEnemyPieceSuccess","GripperPutdownEnemyPieceSuccess","ExtraPickupForCastling","ExtraPickupForCastlingSuccess","AngleOfTransformationMatrixChessboard","AngleOfTransformationMatrixPegs","MovesTriedBeforeSuccess","MostLikelyCameraMove","SecondMostLikelyCameraMove","ThirdMostLikelyCameraMove","MostLikelyCameraMoveScore","SecondMostLikelyCameraMoveScore","ThirdMostLikelyCameraMoveScore","CameraCorrectGreenCornorLocation","CameraCorrectYellowCornorLocation","CameraCorrectRedPegLocation","CameraCorrectYellowPegLocation","RobotManagesToMakeMovement"
"0","Null","d1d7","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","d8d7","1","1","1","1","1","0","1","1","0","1","0.094704","-168.899429","1","d7d8","d7h1","d7g1","2.456782","1.700827","1.700827","1","1","1","1","1"
"0","Null","e5d7","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","e8d7","1","1","1","1","1","0","1","1","0","1","0.094704","-168.899429","1","e8d7","e8h1","e8g1","3.095191","1.700827","1.700827","1","1","1","1","1"
"0","Null","c1e3","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","a8e8","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","a8e8","bQ","a8h1","3.183826","2.122551","1.700827","1","1","1","1","1"
"0","Null","b1d2","0","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g7g6","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","g6g7","g6e3","g6g8","2.456392","2.082715","2.079924","1","1","1","1","1"
"0","Null","g2g3","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f8g7","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","3","f7f8","f7g7","f8g7","3.164640","3.105129","2.868115","1","1","1","1","1"
"0","Null","f1h3","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","d7d6","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","110","c8d7","c8c6","c8b7","3.377209","1.804672","1.789752","1","1","1","1","1"
"0","Null","wQ","1","1","0","1","1","0","1","1","1","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","a7a6","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","a6a7","a6h1","a6g1","2.281394","1.700827","1.700827","1","1","1","1","1"
"0","Null","d2c4","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","d6e7","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","e7d6","e7d7","d6d7","3.382517","1.955554","1.936417","1","1","1","1","1"
"0","Null","e3c5","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","e7f6","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","e7f6","e7f7","e7d6","3.131973","1.961321","1.922596","1","1","1","1","1"
"0","Null","e4e5","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f6g5","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","g5f6","g5f6","g5g6","3.003680","2.047111","1.928967","1","1","1","1","1"
"0","Null","h3d7","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","e8e5","1","1","1","1","1","0","1","1","0","1","0.094704","-168.899429","1","e8e5","e8h1","e8g1","2.809555","1.700827","1.700827","1","1","1","1","1"
"0","Null","f2f4","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g5h5","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","h5g5","h5g6","h5g4","2.356322","1.768216","1.754437","1","1","1","1","1"
"0","Null","f4e5","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","c6e5","1","1","1","1","1","0","1","1","0","1","0.094704","-168.899429","1","c6e5","c6h1","c6g1","2.748928","1.700827","1.700827","1","1","1","1","1"
"0","Null","d1d5","0","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g8h6","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","g8h6","g8h5","g8h1","2.156196","1.853201","1.700827","1","1","1","1","1"
"0","Null","c4e5","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f7f5","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","f5f7","f5h8","f7h8","3.212502","2.191597","2.002444","1","1","1","1","1"
"0","Null","h1e1","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h6g4","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","g4h6","g4h5","g4h1","2.255619","1.848064","1.700827","1","1","1","1","1"
"0","Null","e5g4","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h5g4","1","1","1","1","1","0","1","1","0","1","0.094704","-168.899429","1","h5g4","h5h4","h5h6","2.742739","1.828416","1.772807","1","1","1","1","1"
"0","Null","e1e4","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g4h3","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","h3g4","g4h3","h3h2","3.359787","2.239858","1.771325","1","1","1","1","1"
"0","Null","e4h4","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h3g2","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","h3g2","h3g1","h3f1","3.217298","1.837422","1.769600","1","1","1","1","1"
"0","Null","d5d2","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g2h1","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","g2h1","g2g1","h1g1","3.299779","1.825631","1.723756","1","1","1","1","1"
"0","Null","d2d1","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h1g2","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","h1g2","h1g1","g2g1","3.339814","2.079224","2.017384","1","1","1","1","1"
"0","Null","d1g1","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g2f3","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","g2f3","g2g1","g2f2","3.186967","2.087821","2.065479","1","1","1","1","1"
"0","Null","h4f4","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f3e2","1","1","0","1","1","0","1","1","0","1","0.094704","-168.899429","1","f3e2","f3e1","e2e1","3.388095","2.199810","2.186251","1","1","1","1","1"
"0","Null","f4f2","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
