"MoveCount","CameraMove","Move","GripperPickupOwnPieceSuccess","GripperPutdownOwnPieceSuccess","GripperShouldPickupDeadPiece","GripperPickupDeadPieceSuccess","GripperPutdownDeadPieceSuccess","GripperPickupEnemyPiece","GripperPickupEnemyPieceSuccess","GripperPutdownEnemyPieceSuccess","ExtraPickupForCastling","ExtraPickupForCastlingSuccess","AngleOfTransformationMatrixChessboard","AngleOfTransformationMatrixPegs","MovesTriedBeforeSuccess","MostLikelyCameraMove","SecondMostLikelyCameraMove","ThirdMostLikelyCameraMove","MostLikelyCameraMoveScore","SecondMostLikelyCameraMoveScore","ThirdMostLikelyCameraMoveScore","CameraCorrectGreenCornorLocation","CameraCorrectYellowCornorLocation","CameraCorrectRedPegLocation","CameraCorrectYellowPegLocation","RobotManagesToMakeMovement"
"0","Null","e5d3","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h5g6","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","h5g6","h5g6","h5h1","3.281603","2.187736","1.700827","1","1","1","1","1"
"0","Null","b2e5","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","c7b7","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","b7c7","b7a6","b7c6","2.510588","1.807172","1.768130","1","1","1","1","1"
"0","Null","e5b8","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","b7b8","1","1","1","1","1","0","1","1","0","1","0.474292","-173.893906","1","b7b8","b7a6","b7h1","2.879483","1.825386","1.700827","1","1","1","1","1"
"0","Null","d3e5","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","b8b7","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","b7b8","b7a6","b7h1","2.220000","1.782817","1.700827","1","1","1","1","1"
"0","Null","b3a4","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","b7d7","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","56","d7e8","d7c6","e8c6","3.316760","1.788154","1.703260","1","1","1","1","1"
"0","Null","a4a8","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","d7d8","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","d7d8","d7c6","d7h1","2.195812","1.783426","1.700827","1","1","1","1","1"
"0","Null","a8c6","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","e8e7","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","e8e7","e8e6","e8d7","2.367121","1.753015","1.753015","1","1","1","1","1"
"0","Null","c6a4","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","d8c7","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","c7d8","c7d7","c7c6","3.313689","1.839137","1.810858","1","1","1","1","1"
"0","Null","a4d1","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f7f6","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","f7f6","f7h1","f7g1","2.324760","1.700827","1.700827","1","1","1","1","1"
"0","Null","e5f3","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","e7f7","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","f7e7","f7e6","f7f6","2.463684","1.819366","1.783319","1","1","1","1","1"
"0","Null","d1e2","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","e6e5","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","e6e5","e6h1","e6g1","2.417700","1.700827","1.700827","1","1","1","1","1"
"0","Null","d2f1","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f8e7","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","e7f8","e7f7","e7e6","2.499665","2.326398","1.981362","1","1","1","1","1"
"0","Null","a2a3","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h8a8","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","a8h8","a8h7","a8h1","2.584449","1.798630","1.700827","1","1","1","1","1"
"0","Null","e2a2","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g6e4","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","g6e4","g6h1","g6g1","3.270702","1.700827","1.700827","1","1","1","1","1"
"0","Null","e1e4","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","a8a3","1","1","1","1","1","0","1","1","0","1","0.474292","-173.893906","1","a8a3","a8a2","a8h1","2.255179","1.934720","1.700827","1","1","1","1","1"
"0","Null","a2d5","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f7f8","1","1","0","1","1","0","1","1","0","1","0.474292","-173.893906","1","f7f8","f7f6","f7e7","2.329882","1.838864","1.763393","1","1","1","1","1"
"0","Null","e4e1","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","a3a1","1","1","1","1","1","0","1","1","0","1","0.474292","-173.893906","1","a1a3","a1h1","a1g1","2.324963","1.700827","1.700827","1","1","1","1","1"
"0","Null","e1a1","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g7g6","1","1","0","1","1","0","1","1","0","1","0.474292","-172.820160","2","g6a1","g6g7","g6b4","2.657328","2.496700","2.276326","1","1","1","1","1"
"0","Null","a1a8","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f8g7","1","1","0","1","1","0","1","1","0","1","0.474292","-172.820160","1","g7f8","g7f7","g7g6","3.209255","1.873215","1.836133","1","1","1","1","1"
"0","Null","a8g8","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g7h6","1","1","0","1","1","0","1","1","0","1","0.474292","-172.820160","1","g7h6","g7h7","g7h5","3.257710","1.925871","1.853582","1","1","1","1","1"
"0","Null","d5d2","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","g6g5","1","1","0","1","1","0","1","1","0","1","0.474292","-171.569794","7","g6h2","g6f2","g6h7","3.231198","3.007694","2.895781","1","1","1","1","1"
"0","Null","f3g5","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","f6g5","1","1","1","1","1","0","1","1","0","1","0.474292","-171.569794","1","g5f6","g5g4","g5f6","3.141789","2.293640","2.094526","1","1","1","1","1"
"0","Null","h2h4","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","c7c6","1","1","0","1","1","0","1","1","0","1","0.474292","-171.569794","1","c6c7","c6b5","c6h1","2.177216","1.769501","1.700827","1","1","1","1","1"
"0","Null","h4g5","1","1","0","1","1","1","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h6h5","1","1","0","1","1","0","1","1","0","1","0.474292","-171.569794","1","h5h6","h5h4","h5h1","2.202117","1.758889","1.700827","1","1","1","1","1"
"0","Null","d2d1","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h5h4","1","1","0","1","1","0","1","1","0","1","0.474292","-171.569794","1","h5h4","h5h1","h5g1","2.397561","1.700827","1.700827","1","1","1","1","1"
"0","Null","g2g3","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
"0","1","h4h3","1","1","0","1","1","0","1","1","0","1","0.474292","-171.569794","1","h3h4","h3h1","h3g1","2.247529","1.700827","1.700827","1","1","1","1","1"
"0","Null","d1h5","1","1","0","1","1","0","1","1","0","1","Null","Null","Null","Null","Null","Null","Null","Null","Null","1","1","1","1","1"
