"MoveCount","CameraMove","Move","GripperPickupOwnPieceSuccess","GripperPickupOwnPieceSuccess","GripperShouldPickupDeadPiece","GripperPickupDeadPieceSuccess","GripperPutdownDeadPieceSuccess","GripperPickupEnemyPiece","GripperPickupEnemyPieceSuccess","GripperPutdownEnemyPieceSuccess","ExtraPickupForCastling","ExtraPickupForCastlingSuccess","AngleOfTransformationMatrixChessboard","AngleOfTransformationMatrixPegs","MovesTriedBeforeSuccess","MostLikelyCameraMove","SecondMostLikelyCameraMove","ThirdMostLikelyCameraMove","MostLikelyCameraMoveScore","SecondMostLikelyCameraMoveScore","ThirdMostLikelyCameraMoveScore","RobotManagesToMakeMovement"
"0","1","e2e4","","1","0","1","1","0","1","1","0","1","0.665095","-0.524032","1","e4e2","e4e3","e4e1","3.304436","2.555392","2.483466","1"
"0","","c7c5","","","","","","","","","","","","","","b7a7","b7a6","b7e1","3.140021","2.240840","2.207867",""
